Mult Type,Signed/Unsigned,Max supported precision (bits),Accumulator width (bits),Activation Precision (bits),Weight Precision (bits),Clock delay (ps),Slack (ps),Cell usage,Area,Leakage Power (nW),Dynamic Power (nW),Total Power (nW)
8x2-bit temporal mult,signed,8,21,8,2,300,0,322,149.144,4191.310,1068231.434,1072422.744
8x2-bit temporal mult,signed,8,21,8,2,400,0,237,127.371,3427.837,750793.205,754221.042
8x2-bit temporal mult,signed,8,21,8,2,500,0,188,110.013,2633.962,585317.555,587951.517
8x2-bit temporal mult,signed,8,21,8,2,550,0,179,106.747,2470.293,517875.042,520345.334
8x2-bit temporal mult,signed,8,21,8,2,600,1,152,99.611,2093.020,457064.863,459157.883
8x2-bit temporal mult,signed,8,21,8,2,650,60,149,98.401,2081.660,431514.347,433596.007
8x2-bit temporal mult,signed,8,21,8,2,700,119,146,97.796,2032.972,406044.604,408077.576
8x2-bit temporal mult,signed,8,21,8,2,750,164,146,97.796,2104.818,388307.631,390412.449
8x2-bit temporal mult,signed,8,21,8,2,800,214,146,97.796,2106.935,372545.931,374652.865
4x4-bit temporal mult,signed,8,21,4,4,200,-3,407,233.211,8176.817,2282114.906,2290291.722
4x4-bit temporal mult,signed,8,21,4,4,300,0,279,133.419,3557.026,961957.373,965514.398
4x4-bit temporal mult,signed,8,21,4,4,400,0,199,112.069,2657.677,643928.212,646585.889
4x4-bit temporal mult,signed,8,21,4,4,500,0,178,110.557,2719.016,557549.369,560268.385
4x4-bit temporal mult,signed,8,21,4,4,550,0,154,102.574,2198.637,482476.523,484675.160
4x4-bit temporal mult,signed,8,21,4,4,600,24,140,98.582,2027.707,433199.014,435226.722
4x4-bit temporal mult,signed,8,21,4,4,650,82,137,97.675,2003.752,408463.498,410467.250
4x4-bit temporal mult,signed,8,21,4,4,700,134,134,97.070,2005.122,387339.404,389344.526
4x4-bit temporal mult,signed,8,21,4,4,750,184,134,97.070,2005.416,373956.900,375962.317
4x4-bit temporal mult,signed,8,21,4,4,800,234,134,97.070,2004.663,359581.723,361586.386
4x2-bit temporal mult,signed,8,21,4,2,200,0,315,176.118,5700.936,1538556.152,1544257.088
4x2-bit temporal mult,signed,8,21,4,2,300,0,261,121.988,3289.155,836690.843,839979.998
4x2-bit temporal mult,signed,8,21,4,2,400,1,204,107.231,2535.636,604148.155,606683.791
4x2-bit temporal mult,signed,8,21,4,2,500,0,191,104.026,2482.878,510370.374,512853.252
4x2-bit temporal mult,signed,8,21,4,2,550,24,163,92.655,2031.976,428035.297,430067.273
4x2-bit temporal mult,signed,8,21,4,2,600,21,139,89.268,1884.817,382678.239,384563.057
4x2-bit temporal mult,signed,8,21,4,2,650,52,136,88.180,1848.700,363915.407,365764.107
4x2-bit temporal mult,signed,8,21,4,2,700,106,133,87.575,1836.978,337956.469,339793.447
4x2-bit temporal mult,signed,8,21,4,2,750,156,133,87.575,1842.184,325289.605,327131.789
4x2-bit temporal mult,signed,8,21,4,2,800,206,133,87.575,1840.222,305807.311,307647.534
2x2-bit temporal mult,signed,8,21,2,2,200,0,275,144.245,4182.332,1582713.414,1586895.747
2x2-bit temporal mult,signed,8,21,2,2,300,0,203,95.316,2359.234,692101.301,694460.535
2x2-bit temporal mult,signed,8,21,2,2,400,0,175,98.824,2482.164,548601.962,551084.126
2x2-bit temporal mult,signed,8,21,2,2,500,0,133,84.188,1958.087,406338.570,408296.656
2x2-bit temporal mult,signed,8,21,2,2,550,48,132,80.741,1709.048,367387.807,369096.854
2x2-bit temporal mult,signed,8,21,2,2,600,27,107,77.293,1570.953,326271.013,327841.965
2x2-bit temporal mult,signed,8,21,2,2,650,89,104,76.084,1493.879,297701.119,299194.998
2x2-bit temporal mult,signed,8,21,2,2,700,143,101,75.479,1509.783,290963.436,292473.219
2x2-bit temporal mult,signed,8,21,2,2,750,193,101,75.479,1508.668,271195.174,272703.841
2x2-bit temporal mult,signed,8,21,2,2,800,243,101,75.479,1508.066,256857.483,258365.549
8x8-bit temporal mult,signed,8,22,8,8,200,-47,925,511.540,20216.536,4050371.698,4070588.233
8x8-bit temporal mult,signed,8,22,8,8,300,0,533,278.268,8821.087,1717689.323,1726510.410
8x8-bit temporal mult,signed,8,22,8,8,400,0,378,208.172,5232.564,1042963.657,1048196.221
8x8-bit temporal mult,signed,8,22,8,8,500,0,322,189.181,4467.000,830991.860,835458.860
8x8-bit temporal mult,signed,8,22,8,8,550,14,287,178.839,3796.800,706725.166,710521.966
8x8-bit temporal mult,signed,8,22,8,8,600,0,290,171.824,3811.216,750075.495,753886.711
8x8-bit temporal mult,signed,8,22,8,8,650,24,284,168.558,3649.913,704296.186,707946.099
8x8-bit temporal mult,signed,8,22,8,8,700,68,278,166.683,3561.925,663904.780,667466.705
8x8-bit temporal mult,signed,8,22,8,8,750,118,278,166.683,3572.254,643814.930,647387.183
8x8-bit temporal mult,signed,8,22,8,8,800,168,278,166.683,3567.979,610974.227,614542.206
8x4-bit temporal mult,signed,8,22,8,4,200,-22,616,344.252,13215.977,3031502.926,3044718.902
8x4-bit temporal mult,signed,8,22,8,4,300,0,373,189.121,5702.722,1360857.168,1366559.890
8x4-bit temporal mult,signed,8,22,8,4,400,0,270,148.539,3878.672,873212.522,877091.195
8x4-bit temporal mult,signed,8,22,8,4,500,2,221,132.996,3105.481,684846.241,687951.722
8x4-bit temporal mult,signed,8,22,8,4,550,0,183,125.012,2759.366,617711.533,620470.899
8x4-bit temporal mult,signed,8,22,8,4,600,1,180,123.440,2637.612,573042.014,575679.626
8x4-bit temporal mult,signed,8,22,8,4,650,38,175,121.867,2572.770,535727.738,538300.508
8x4-bit temporal mult,signed,8,22,8,4,700,101,169,120.355,2536.592,507349.339,509885.931
8x4-bit temporal mult,signed,8,22,8,4,750,151,169,120.355,2551.558,490124.017,492675.575
8x4-bit temporal mult,signed,8,22,8,4,800,202,169,120.355,2552.390,472420.896,474973.286
8x2-bit temporal mult,signed,8,22,8,2,200,-8,494,255.105,8707.771,2255926.315,2264634.086
8x2-bit temporal mult,signed,8,22,8,2,300,0,326,150.837,4376.814,1105189.866,1109566.680
8x2-bit temporal mult,signed,8,22,8,2,400,0,228,124.407,3148.060,738263.002,741411.062
8x2-bit temporal mult,signed,8,22,8,2,500,0,194,112.856,2745.605,605899.019,608644.624
8x2-bit temporal mult,signed,8,22,8,2,550,0,166,105.780,2392.516,525554.302,527946.819
8x2-bit temporal mult,signed,8,22,8,2,600,0,160,104.388,2367.982,493096.433,495464.416
8x2-bit temporal mult,signed,8,22,8,2,650,26,155,101.969,2161.085,452377.876,454538.961
8x2-bit temporal mult,signed,8,22,8,2,700,85,149,100.518,2143.020,418682.862,420825.882
8x2-bit temporal mult,signed,8,22,8,2,750,134,149,100.518,2149.710,407330.468,409480.178
8x2-bit temporal mult,signed,8,22,8,2,800,184,149,100.518,2149.102,389446.840,391595.942
4x4-bit temporal mult,signed,8,22,4,4,200,-9,436,239.622,8338.381,2215054.813,2223393.194
4x4-bit temporal mult,signed,8,22,4,4,300,0,296,146.724,4181.527,1048522.961,1052704.488
4x4-bit temporal mult,signed,8,22,4,4,400,0,222,124.831,3161.771,713678.953,716840.723
4x4-bit temporal mult,signed,8,22,4,4,500,0,187,112.553,2588.728,567043.995,569632.723
4x4-bit temporal mult,signed,8,22,4,4,550,2,158,105.840,2293.216,511393.235,513686.451
4x4-bit temporal mult,signed,8,22,4,4,600,0,145,102.453,2170.881,462957.327,465128.207
4x4-bit temporal mult,signed,8,22,4,4,650,54,142,101.304,2082.927,434179.818,436262.745
4x4-bit temporal mult,signed,8,22,4,4,700,112,136,99.792,2042.622,398405.386,400448.008
4x4-bit temporal mult,signed,8,22,4,4,750,162,136,99.792,2050.138,381769.497,383819.635
4x4-bit temporal mult,signed,8,22,4,4,800,212,136,99.792,2050.787,370602.271,372653.058
4x2-bit temporal mult,signed,8,22,4,2,200,0,394,203.697,6638.172,1775675.509,1782313.681
4x2-bit temporal mult,signed,8,22,4,2,300,0,252,118.359,3127.656,834002.870,837130.526
4x2-bit temporal mult,signed,8,22,4,2,400,0,207,111.767,2801.052,641050.892,643851.944
4x2-bit temporal mult,signed,8,22,4,2,500,0,183,103.481,2416.386,514365.888,516782.275
4x2-bit temporal mult,signed,8,22,4,2,550,0,163,98.038,2283.319,461388.826,463672.145
4x2-bit temporal mult,signed,8,22,4,2,600,0,150,94.470,2183.891,417640.661,419824.552
4x2-bit temporal mult,signed,8,22,4,2,650,23,145,92.292,1938.627,378098.160,380036.786
4x2-bit temporal mult,signed,8,22,4,2,700,75,139,90.780,1912.851,355601.025,357513.877
4x2-bit temporal mult,signed,8,22,4,2,750,130,139,90.780,1922.744,338898.081,340820.825
4x2-bit temporal mult,signed,8,22,4,2,800,180,139,90.780,1925.225,324605.546,326530.771
2x2-bit temporal mult,signed,8,22,2,2,200,0,280,139.346,4106.659,1745744.187,1749850.847
2x2-bit temporal mult,signed,8,22,2,2,300,0,212,100.215,2461.603,724901.648,727363.251
2x2-bit temporal mult,signed,8,22,2,2,400,0,175,100.336,2428.147,569699.300,572127.448
2x2-bit temporal mult,signed,8,22,2,2,500,0,131,85.761,1878.382,419320.746,421199.127
2x2-bit temporal mult,signed,8,22,2,2,550,7,123,83.644,1780.534,373012.802,374793.336
2x2-bit temporal mult,signed,8,22,2,2,600,4,113,80.922,1657.429,344497.207,346154.636
2x2-bit temporal mult,signed,8,22,2,2,650,52,110,79.713,1586.084,318462.771,320048.854
2x2-bit temporal mult,signed,8,22,2,2,700,115,104,78.201,1549.625,294701.249,296250.874
2x2-bit temporal mult,signed,8,22,2,2,750,167,104,78.201,1563.920,280458.793,282022.713
2x2-bit temporal mult,signed,8,22,2,2,800,217,104,78.201,1562.553,262720.164,264282.716
8x8-bit temporal mult,signed,8,23,8,8,200,-52,858,495.452,20336.033,4221913.459,4242249.491
8x8-bit temporal mult,signed,8,23,8,8,300,0,535,274.821,8743.787,1691137.284,1699881.071
8x8-bit temporal mult,signed,8,23,8,8,400,0,392,217.426,5747.320,1095853.777,1101601.097
8x8-bit temporal mult,signed,8,23,8,8,500,0,346,192.447,4423.570,826483.149,830906.719
8x8-bit temporal mult,signed,8,23,8,8,550,0,310,188.456,4269.768,763085.721,767355.489
8x8-bit temporal mult,signed,8,23,8,8,600,1,298,176.964,3986.055,777096.047,781082.103
8x8-bit temporal mult,signed,8,23,8,8,650,17,294,174.122,3740.810,718028.519,721769.329
8x8-bit temporal mult,signed,8,23,8,8,700,52,285,170.735,3633.615,674159.814,677793.430
8x8-bit temporal mult,signed,8,23,8,8,750,98,282,170.009,3629.485,647860.579,651490.064
8x8-bit temporal mult,signed,8,23,8,8,800,148,282,170.009,3632.161,626376.992,630009.153
8x4-bit temporal mult,signed,8,23,8,4,200,-29,634,345.643,13091.199,2636735.454,2649826.653
8x4-bit temporal mult,signed,8,23,8,4,300,0,376,188.395,5609.346,1349429.858,1355039.204
8x4-bit temporal mult,signed,8,23,8,4,400,0,305,166.380,4719.974,979805.132,984525.105
8x4-bit temporal mult,signed,8,23,8,4,500,0,224,136.020,3226.267,716387.729,719613.996
8x4-bit temporal mult,signed,8,23,8,4,550,0,202,131.665,2975.781,642809.083,645784.864
8x4-bit temporal mult,signed,8,23,8,4,600,0,193,129.427,2884.708,611598.984,614483.693
8x4-bit temporal mult,signed,8,23,8,4,650,14,181,125.496,2666.876,551732.530,554399.406
8x4-bit temporal mult,signed,8,23,8,4,700,75,175,123.682,2592.936,526014.491,528607.427
8x4-bit temporal mult,signed,8,23,8,4,750,124,172,123.077,2596.560,501354.675,503951.235
8x4-bit temporal mult,signed,8,23,8,4,800,174,172,123.077,2604.547,484099.182,486703.729
8x2-bit temporal mult,signed,8,23,8,2,200,-6,510,266.475,9269.017,2113835.973,2123104.991
8x2-bit temporal mult,signed,8,23,8,2,300,0,337,159.849,4712.329,1148308.620,1153020.949
8x2-bit temporal mult,signed,8,23,8,2,400,0,251,135.959,3756.990,806832.974,810589.964
8x2-bit temporal mult,signed,8,23,8,2,500,0,209,118.722,2863.107,619243.045,622106.152
8x2-bit temporal mult,signed,8,23,8,2,550,0,197,115.033,2732.618,581041.736,583774.354
8x2-bit temporal mult,signed,8,23,8,2,600,0,185,109.953,2462.327,517152.857,519615.185
8x2-bit temporal mult,signed,8,23,8,2,650,8,164,106.142,2269.423,465225.935,467495.358
8x2-bit temporal mult,signed,8,23,8,2,700,76,158,104.328,2206.258,434842.995,437049.253
8x2-bit temporal mult,signed,8,23,8,2,750,130,155,103.723,2222.949,423234.801,425457.750
8x2-bit temporal mult,signed,8,23,8,2,800,180,155,103.723,2229.261,396760.707,398989.968
4x4-bit temporal mult,signed,8,23,4,4,200,-7,525,288.792,10396.059,2549092.521,2559488.580
4x4-bit temporal mult,signed,8,23,4,4,300,0,326,156.764,4437.830,1122980.408,1127418.238
4x4-bit temporal mult,signed,8,23,4,4,400,0,227,127.492,3285.330,730587.316,733872.646
4x4-bit temporal mult,signed,8,23,4,4,500,0,193,116.908,2777.735,596401.024,599178.759
4x4-bit temporal mult,signed,8,23,4,4,550,0,177,112.916,2596.071,539920.402,542516.473
4x4-bit temporal mult,signed,8,23,4,4,600,1,173,108.864,2417.381,502166.731,504584.112
4x4-bit temporal mult,signed,8,23,4,4,650,18,151,105.417,2188.462,453674.752,455863.214
4x4-bit temporal mult,signed,8,23,4,4,700,78,145,103.905,2153.952,412612.025,414765.978
4x4-bit temporal mult,signed,8,23,4,4,750,135,142,102.997,2124.306,398302.853,400427.160
4x4-bit temporal mult,signed,8,23,4,4,800,185,142,102.997,2131.005,378083.640,380214.645
4x2-bit temporal mult,signed,8,23,4,2,200,0,431,214.885,6948.842,2133741.901,2140690.743
4x2-bit temporal mult,signed,8,23,4,2,300,0,312,138.136,3781.417,962952.554,966733.972
4x2-bit temporal mult,signed,8,23,4,2,400,0,207,115.335,2986.095,654567.420,657553.515
4x2-bit temporal mult,signed,8,23,4,2,500,0,188,107.654,2632.173,552726.138,555358.311
4x2-bit temporal mult,signed,8,23,4,2,550,0,162,100.094,2328.271,462915.374,465243.646
4x2-bit temporal mult,signed,8,23,4,2,600,0,174,99.550,2197.745,434405.184,436602.929
4x2-bit temporal mult,signed,8,23,4,2,650,2,150,95.861,2040.281,395041.983,397082.264
4x2-bit temporal mult,signed,8,23,4,2,700,56,145,94.409,2000.956,367025.909,369026.865
4x2-bit temporal mult,signed,8,23,4,2,750,106,142,93.502,1967.827,349094.193,351062.019
4x2-bit temporal mult,signed,8,23,4,2,800,158,142,93.502,1973.468,330631.747,332605.216
2x2-bit temporal mult,signed,8,23,2,2,200,0,291,148.236,4325.762,1288408.987,1292734.749
2x2-bit temporal mult,signed,8,23,2,2,300,0,221,104.509,2595.104,727792.277,730387.381
2x2-bit temporal mult,signed,8,23,2,2,400,0,179,101.364,2471.816,582084.034,584555.850
2x2-bit temporal mult,signed,8,23,2,2,500,0,146,93.139,2200.981,465693.020,467894.000
2x2-bit temporal mult,signed,8,23,2,2,550,0,135,88.906,2072.919,417121.397,419194.316
2x2-bit temporal mult,signed,8,23,2,2,600,0,129,87.333,1923.515,374505.788,376429.303
2x2-bit temporal mult,signed,8,23,2,2,650,31,120,83.886,1731.114,339242.208,340973.322
2x2-bit temporal mult,signed,8,23,2,2,700,89,114,82.071,1651.429,310540.363,312191.792
2x2-bit temporal mult,signed,8,23,2,2,750,148,111,81.467,1666.212,297561.446,299227.658
2x2-bit temporal mult,signed,8,23,2,2,800,198,111,81.467,1671.807,279264.281,280936.088
4x4-bit temporal mult,signed,4,8,4,4,200,0,126,72.818,2257.778,626429.710,628687.488
4x4-bit temporal mult,signed,4,8,4,4,300,26,80,51.408,1147.525,307124.750,308272.275
4x4-bit temporal mult,signed,4,8,4,4,400,122,82,51.408,1120.124,249691.008,250811.131
4x4-bit temporal mult,signed,4,8,4,4,500,222,82,51.408,1139.025,218920.815,220059.840
4x4-bit temporal mult,signed,4,8,4,4,550,272,82,51.408,1136.182,204250.271,205386.453
4x4-bit temporal mult,signed,4,8,4,4,600,322,82,51.408,1135.115,194328.278,195463.392
4x4-bit temporal mult,signed,4,8,4,4,650,372,82,51.408,1135.418,182076.298,183211.716
4x4-bit temporal mult,signed,4,8,4,4,700,422,82,51.408,1133.816,170842.383,171976.199
4x4-bit temporal mult,signed,4,8,4,4,750,472,82,51.408,1134.854,163708.009,164842.863
4x4-bit temporal mult,signed,4,8,4,4,800,522,82,51.408,1134.446,154431.366,155565.812
4x2-bit temporal mult,signed,4,8,4,2,200,0,109,53.101,1499.255,554144.870,555644.125
4x2-bit temporal mult,signed,4,8,4,2,300,12,83,41.731,982.696,290052.817,291035.513
4x2-bit temporal mult,signed,4,8,4,2,400,111,65,38.768,853.743,218467.998,219321.740
4x2-bit temporal mult,signed,4,8,4,2,500,211,65,38.768,849.052,195625.522,196474.574
4x2-bit temporal mult,signed,4,8,4,2,550,261,65,38.768,848.853,182807.563,183656.417
4x2-bit temporal mult,signed,4,8,4,2,600,311,65,38.768,848.582,170883.889,171732.472
4x2-bit temporal mult,signed,4,8,4,2,650,361,65,38.768,848.598,163368.409,164217.007
4x2-bit temporal mult,signed,4,8,4,2,700,411,65,38.768,848.932,157752.484,158601.417
4x2-bit temporal mult,signed,4,8,4,2,750,461,65,38.768,849.258,149871.972,150721.230
4x2-bit temporal mult,signed,4,8,4,2,800,511,65,38.768,847.918,144135.758,144983.676
2x2-bit temporal mult,signed,4,8,2,2,200,2,74,38.889,942.895,473644.920,474587.816
2x2-bit temporal mult,signed,4,8,2,2,300,40,50,32.780,718.699,228426.455,229145.154
2x2-bit temporal mult,signed,4,8,2,2,400,138,54,32.962,713.386,183097.063,183810.450
2x2-bit temporal mult,signed,4,8,2,2,500,237,54,32.962,720.564,159135.707,159856.271
2x2-bit temporal mult,signed,4,8,2,2,550,287,54,32.962,719.756,150119.425,150839.181
2x2-bit temporal mult,signed,4,8,2,2,600,337,54,32.962,720.071,141128.957,141849.028
2x2-bit temporal mult,signed,4,8,2,2,650,387,54,32.962,720.181,134472.054,135192.235
2x2-bit temporal mult,signed,4,8,2,2,700,437,54,32.962,719.427,124051.709,124771.136
2x2-bit temporal mult,signed,4,8,2,2,750,487,54,32.962,719.055,121199.979,121919.033
2x2-bit temporal mult,signed,4,8,2,2,800,537,54,32.962,719.883,116224.425,116944.308
4x4-bit temporal mult,signed,4,9,4,4,200,0,152,83.281,2532.931,623919.064,626451.995
4x4-bit temporal mult,signed,4,9,4,4,300,0,125,62.113,1415.222,347897.596,349312.818
4x4-bit temporal mult,signed,4,9,4,4,400,101,87,56.670,1227.881,277222.174,278450.056
4x4-bit temporal mult,signed,4,9,4,4,500,201,87,56.670,1240.423,238822.196,240062.618
4x4-bit temporal mult,signed,4,9,4,4,550,251,87,56.670,1241.014,221678.003,222919.017
4x4-bit temporal mult,signed,4,9,4,4,600,301,87,56.670,1241.106,209443.547,210684.653
4x4-bit temporal mult,signed,4,9,4,4,650,351,87,56.670,1241.193,198676.434,199917.627
4x4-bit temporal mult,signed,4,9,4,4,700,401,87,56.670,1242.011,186176.963,187418.974
4x4-bit temporal mult,signed,4,9,4,4,750,451,87,56.670,1241.538,176918.673,178160.211
4x4-bit temporal mult,signed,4,9,4,4,800,501,87,56.670,1240.154,167739.051,168979.205
4x2-bit temporal mult,signed,4,9,4,2,200,0,123,59.633,1654.667,558739.978,560394.645
4x2-bit temporal mult,signed,4,9,4,2,300,0,108,47.658,1134.768,314819.413,315954.181
4x2-bit temporal mult,signed,4,9,4,2,400,86,70,42.034,935.567,237045.036,237980.603
4x2-bit temporal mult,signed,4,9,4,2,500,185,70,42.034,923.019,205518.144,206441.163
4x2-bit temporal mult,signed,4,9,4,2,550,235,70,42.034,924.285,194324.172,195248.457
4x2-bit temporal mult,signed,4,9,4,2,600,285,70,42.034,923.833,186395.237,187319.070
4x2-bit temporal mult,signed,4,9,4,2,650,335,70,42.034,924.264,176964.435,177888.699
4x2-bit temporal mult,signed,4,9,4,2,700,385,70,42.034,924.179,169424.274,170348.452
4x2-bit temporal mult,signed,4,9,4,2,750,435,70,42.034,924.952,160839.210,161764.162
4x2-bit temporal mult,signed,4,9,4,2,800,485,70,42.034,924.420,156078.985,157003.405
2x2-bit temporal mult,signed,4,9,2,2,200,0,113,55.460,1505.821,470600.248,472106.069
2x2-bit temporal mult,signed,4,9,2,2,300,3,96,41.671,945.151,271257.711,272202.862
2x2-bit temporal mult,signed,4,9,2,2,400,117,53,35.865,738.083,204632.488,205370.571
2x2-bit temporal mult,signed,4,9,2,2,500,217,53,35.865,738.495,177858.693,178597.188
2x2-bit temporal mult,signed,4,9,2,2,550,267,53,35.865,737.485,166698.216,167435.701
2x2-bit temporal mult,signed,4,9,2,2,600,317,53,35.865,737.485,155147.600,155885.085
2x2-bit temporal mult,signed,4,9,2,2,650,367,53,35.865,736.883,146880.205,147617.089
2x2-bit temporal mult,signed,4,9,2,2,700,417,53,35.865,736.879,137619.308,138356.187
2x2-bit temporal mult,signed,4,9,2,2,750,467,53,35.865,736.498,132019.449,132755.948
2x2-bit temporal mult,signed,4,9,2,2,800,517,53,35.865,737.554,125574.218,126311.772
4x4-bit temporal mult,signed,4,10,4,4,200,0,206,104.388,3308.090,751727.402,755035.493
4x4-bit temporal mult,signed,4,10,4,4,300,0,153,69.371,1687.115,406102.152,407789.268
4x4-bit temporal mult,signed,4,10,4,4,400,44,127,63.806,1430.634,304384.405,305815.039
4x4-bit temporal mult,signed,4,10,4,4,500,177,94,61.085,1320.131,256748.509,258068.640
4x4-bit temporal mult,signed,4,10,4,4,550,227,94,61.085,1320.761,238566.387,239887.148
4x4-bit temporal mult,signed,4,10,4,4,600,277,94,61.085,1323.581,226813.868,228137.449
4x4-bit temporal mult,signed,4,10,4,4,650,327,94,61.085,1322.643,214747.690,216070.333
4x4-bit temporal mult,signed,4,10,4,4,700,377,94,61.085,1322.899,200815.200,202138.098
4x4-bit temporal mult,signed,4,10,4,4,750,427,94,61.085,1323.448,190638.712,191962.161
4x4-bit temporal mult,signed,4,10,4,4,800,477,94,61.085,1322.532,180299.802,181622.334
4x2-bit temporal mult,signed,4,10,4,2,200,0,143,65.560,1885.563,609797.261,611682.824
4x2-bit temporal mult,signed,4,10,4,2,300,4,74,45.844,1059.628,329333.365,330392.993
4x2-bit temporal mult,signed,4,10,4,2,400,61,76,45.118,1017.061,261752.214,262769.275
4x2-bit temporal mult,signed,4,10,4,2,500,160,76,45.118,1007.099,223887.352,224894.451
4x2-bit temporal mult,signed,4,10,4,2,550,211,76,45.118,1005.694,215053.408,216059.102
4x2-bit temporal mult,signed,4,10,4,2,600,261,76,45.118,1004.357,201646.805,202651.162
4x2-bit temporal mult,signed,4,10,4,2,650,311,76,45.118,1005.867,196404.914,197410.781
4x2-bit temporal mult,signed,4,10,4,2,700,361,76,45.118,1004.461,185762.151,186766.611
4x2-bit temporal mult,signed,4,10,4,2,750,411,76,45.118,1006.092,178352.913,179359.005
4x2-bit temporal mult,signed,4,10,4,2,800,461,76,45.118,1004.670,169842.176,170846.846
2x2-bit temporal mult,signed,4,10,2,2,200,1,115,52.557,1325.174,421470.717,422795.891
2x2-bit temporal mult,signed,4,10,2,2,300,0,64,41.368,902.328,295206.483,296108.811
2x2-bit temporal mult,signed,4,10,2,2,400,98,56,38.889,801.283,225750.982,226552.265
2x2-bit temporal mult,signed,4,10,2,2,500,198,56,38.889,792.348,195072.901,195865.249
2x2-bit temporal mult,signed,4,10,2,2,550,248,56,38.889,801.885,181033.901,181835.786
2x2-bit temporal mult,signed,4,10,2,2,600,298,56,38.889,801.555,169806.461,170608.015
2x2-bit temporal mult,signed,4,10,2,2,650,348,56,38.889,801.640,163095.049,163896.688
2x2-bit temporal mult,signed,4,10,2,2,700,398,56,38.889,800.927,152910.834,153711.760
2x2-bit temporal mult,signed,4,10,2,2,750,448,56,38.889,801.093,144663.690,145464.783
2x2-bit temporal mult,signed,4,10,2,2,800,498,56,38.889,800.435,136918.048,137718.483
4x4-bit temporal mult,signed,4,11,4,4,200,0,240,122.714,3913.827,895150.613,899064.440
4x4-bit temporal mult,signed,4,11,4,4,300,0,132,72.092,1706.430,447075.219,448781.649
4x4-bit temporal mult,signed,4,11,4,4,400,16,135,66.709,1476.069,319667.408,321143.477
4x4-bit temporal mult,signed,4,11,4,4,500,103,132,66.528,1521.436,278652.611,280174.047
4x4-bit temporal mult,signed,4,11,4,4,550,135,131,66.468,1512.914,258914.630,260427.544
4x4-bit temporal mult,signed,4,11,4,4,600,154,134,67.012,1573.199,244395.578,245968.777
4x4-bit temporal mult,signed,4,11,4,4,650,204,134,67.012,1573.339,233754.440,235327.779
4x4-bit temporal mult,signed,4,11,4,4,700,254,134,67.012,1576.657,222656.223,224232.880
4x4-bit temporal mult,signed,4,11,4,4,750,304,134,67.012,1574.534,213296.515,214871.049
4x4-bit temporal mult,signed,4,11,4,4,800,354,134,67.012,1573.977,201307.958,202881.934
4x2-bit temporal mult,signed,4,11,4,2,200,0,137,73.907,2312.882,711392.500,713705.382
4x2-bit temporal mult,signed,4,11,4,2,300,1,108,54.069,1361.898,383433.015,384794.913
4x2-bit temporal mult,signed,4,11,4,2,400,54,84,48.686,1096.906,279297.865,280394.771
4x2-bit temporal mult,signed,4,11,4,2,500,116,108,50.138,1209.332,265052.144,266261.476
4x2-bit temporal mult,signed,4,11,4,2,550,142,110,50.259,1222.981,249833.358,251056.338
4x2-bit temporal mult,signed,4,11,4,2,600,174,111,50.622,1303.139,241500.115,242803.254
4x2-bit temporal mult,signed,4,11,4,2,650,224,111,50.622,1294.750,229413.705,230708.456
4x2-bit temporal mult,signed,4,11,4,2,700,274,111,50.622,1292.885,219782.181,221075.066
4x2-bit temporal mult,signed,4,11,4,2,750,324,111,50.622,1292.455,208950.572,210243.027
4x2-bit temporal mult,signed,4,11,4,2,800,374,111,50.622,1294.132,204678.019,205972.151
2x2-bit temporal mult,signed,4,11,2,2,200,0,114,56.004,1450.405,496972.178,498422.583
2x2-bit temporal mult,signed,4,11,2,2,300,0,77,45.662,982.041,329057.812,330039.853
2x2-bit temporal mult,signed,4,11,2,2,400,34,95,44.392,979.843,259174.013,260153.856
2x2-bit temporal mult,signed,4,11,2,2,500,147,89,43.667,1002.724,217908.866,218911.590
2x2-bit temporal mult,signed,4,11,2,2,550,167,92,44.150,1047.396,212849.641,213897.037
2x2-bit temporal mult,signed,4,11,2,2,600,190,95,44.574,1103.134,204675.539,205778.673
2x2-bit temporal mult,signed,4,11,2,2,650,240,95,44.574,1101.904,198777.954,199879.859
2x2-bit temporal mult,signed,4,11,2,2,700,290,95,44.574,1101.592,183867.445,184969.037
2x2-bit temporal mult,signed,4,11,2,2,750,340,95,44.574,1102.574,180126.957,181229.530
2x2-bit temporal mult,signed,4,11,2,2,800,390,95,44.574,1103.424,171124.840,172228.264
4x4-bit temporal mult,signed,4,12,4,4,200,0,235,121.202,3946.136,941601.208,945547.344
4x4-bit temporal mult,signed,4,12,4,4,300,0,146,74.935,1728.828,463483.805,465212.633
4x4-bit temporal mult,signed,4,12,4,4,400,0,146,71.124,1562.195,337549.638,339111.833
4x4-bit temporal mult,signed,4,12,4,4,500,79,142,70.701,1571.796,292455.855,294027.651
4x4-bit temporal mult,signed,4,12,4,4,550,126,138,70.036,1601.932,275033.570,276635.503
4x4-bit temporal mult,signed,4,12,4,4,600,145,140,70.399,1625.903,263178.543,264804.447
4x4-bit temporal mult,signed,4,12,4,4,650,180,143,70.701,1669.008,248369.494,250038.503
4x4-bit temporal mult,signed,4,12,4,4,700,230,143,70.701,1671.623,234212.614,235884.237
4x4-bit temporal mult,signed,4,12,4,4,750,280,143,70.701,1671.749,228492.961,230164.710
4x4-bit temporal mult,signed,4,12,4,4,800,330,143,70.701,1669.600,212115.509,213785.109
